Data de registro;Razão Social;CNPJ / CPF;RAMO;Status
02/04/2020;EXPEDIA DO BRASIL AGENCIA DE VIAGENS E TURISMO LTDA.;09375740000187;SERVIÇOS;EM ANDAMENTO
02/04/2020;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;01438784004860;COMÉRCIO;EM ANDAMENTO
02/04/2020;DECOLAR.COM LTDA.;03563689000150;SERVIÇOS;EM ANDAMENTO
02/04/2020;BELEZA.COM COMERCIO DE PRODUTOS DE BELEZA E SERVICOS DE CABELEIREIROS S.A.;11724258000157;COMÉRCIO;EM ANDAMENTO
02/04/2020;P M S PONTES ME;35670043000169;SERVIÇOS;ENCERRADA
02/04/2020;CIELO S.A.;01027058000191;SERVIÇOS;ENCERRADA
03/04/2020;M M MUZETTI SOLUCOES FINANCEIRAS EIRELI ME;21334182000107;FINANCEIRO;ENCERRADA
03/04/2020;MM TURISMO & VIAGENS S.A;16988607000161;SERVIÇOS;ENCERRADA
03/04/2020;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;47508411234300;COMÉRCIO;ENCERRADA
03/04/2020;COMERCIAL DE GAS TRANSRIZZO LTDA. ME;05403872000114;COMÉRCIO;EM ANDAMENTO
03/04/2020;DROGARIA SÃO PAULO S.A.;61412110084405;COMÉRCIO;EM ANDAMENTO
03/04/2020;DLOCAL BRASIL PAGAMENTOS LTDA.;25021356000132;FINANCEIRO;ENCERRADA
03/04/2020;FARMASTER;-;COMÉRCIO;EM ANDAMENTO
03/04/2020;LEROY MERLIN COMPANHIA BRASILEIRA DE BRICOLAGEM;01438784004860;COMÉRCIO;EM ANDAMENTO
03/04/2020;CONDE NETO DROGARIA LTDA.;06161357001371;COMÉRCIO;EM ANDAMENTO
03/04/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;ENCERRADA
03/04/2020;ADHEMAR LAURINO & CIA LTDA. EPP;96312319000121;COMÉRCIO;EM ANDAMENTO
03/04/2020;PLASTUTIU;-;COMÉRCIO;EM ANDAMENTO
03/04/2020;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;47508411234300;COMÉRCIO;EM ANDAMENTO
03/04/2020;PIZZARIA SABOR DE PIZZA LTDA. ME;10674757000114;COMÉRCIO;ENCERRADA
04/04/2020;LIQUIGAS;-;COMÉRCIO;EM ANDAMENTO
04/04/2020;BOOKING.COM BRASIL SERVIÇOS DE RESERVA DE HOTEIS LTDA.;10625931000139;SERVIÇOS;ENCERRADA
04/04/2020;COMPANHIA ULTRAGAZ S A;61602199000384;COMÉRCIO;EM ANDAMENTO
04/04/2020;MERCADINHO KENKITTI LTDA. ME;10175440000133;COMÉRCIO;EM ANDAMENTO
04/04/2020;PUBLIC COMERCIO ATACADISTA E VAREJISTA DE ALIMENTOS LTDA.;50247022000200;COMÉRCIO;EM ANDAMENTO
04/04/2020;SUPERMERCADO YAMAUCHI LTDA.;60621992001330;COMÉRCIO;EM ANDAMENTO
04/04/2020;SENDAS DISTRIBUIDORA S/A;06057223000171;COMÉRCIO;EM ANDAMENTO
04/04/2020;B&F TRANSPORTE E COMERCIO VAREJISTA DE GAS E AGUA LTDA. EPP;30839565000128;COMÉRCIO;EM ANDAMENTO
04/04/2020;SUPERMERCADO NACOES UNIDAS LTDA.;07569651000650;COMÉRCIO;EM ANDAMENTO
05/04/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;ENCERRADA
05/04/2020;BARCELONA COMERCIO VAREJISTA E ATACADISTA S/A;07170943007971;COMÉRCIO;EM ANDAMENTO
05/04/2020;LBC MERCADO E HORTIFRUTI EIRELI ME;32797697000160;COMÉRCIO;EM ANDAMENTO
06/04/2020;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.;61695227000193;SERVIÇO PÚBLICO;EM ANDAMENTO
06/04/2020;COMPANHIA ULTRAGAZ S A;61602199000112;COMÉRCIO;EM ANDAMENTO
06/04/2020;CLEANMED SANITIZER;-;COMÉRCIO;EM ANDAMENTO
06/04/2020;SUPERMERCADOS ECOCENTER LTDA.;06745732000197;COMÉRCIO;EM ANDAMENTO
06/04/2020;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;01937635002550;COMÉRCIO;EM ANDAMENTO
06/04/2020;TIMUDINHAS BAR;-;COMÉRCIO;EM ANDAMENTO
06/04/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;ENCERRADA
06/04/2020;MAX 4 ROSA DE SARON MERCADINHO EIRELI EPP;31524843000110;COMÉRCIO;EM ANDAMENTO
06/04/2020;AUTO POSTO BASÍLICAS LTDA.;-;COMÉRCIO;EM ANDAMENTO
06/04/2020;FARMAISSAUDE.COM.BR;-;COMÉRCIO;EM ANDAMENTO
07/04/2020;EVOLUÇÃO PET - COMERCIO DE PRODUTOS PARA BANHO/TOSA E VETERINÁRIA - EIRELI EPP;11395850000152;COMÉRCIO;EM ANDAMENTO
07/04/2020;CONSIGAZ-DISTRIBUIDORA DE GAS LTDA.;01597589000110;COMÉRCIO;EM ANDAMENTO
07/04/2020;-;-;COMÉRCIO;EM ANDAMENTO
07/04/2020;MEDAXO DISTRIBUIDORA DE EQUIPAMENTOS PARA SAUDE EIRELI ME;26084230000170;COMÉRCIO;EM ANDAMENTO
07/04/2020;DELUMA COMERCIAL LTDA. EPP;21287068000173;COMÉRCIO;EM ANDAMENTO
07/04/2020;MARIOMAR GENEROS ALIMENTICIOS LTDA. EPP;63079099000189;COMÉRCIO;EM ANDAMENTO
07/04/2020;TENDA ATACADO S.A.;01157555002077;COMÉRCIO;EM ANDAMENTO
07/04/2020;DEMAC PRODUTOS FARMACEUTICOS LTDA.;-;COMÉRCIO;EM ANDAMENTO
08/04/2020;GERHOSP SERVICOS HOSPITALARES LTDA.;20973216000140;SAÚDE;EM ANDAMENTO
08/04/2020;SUPERMERCADOS BERGAMINI LTDA.;43559079000106;COMÉRCIO;EM ANDAMENTO
08/04/2020;AGENCIA BRASILEIRA DE CONTEUDO DIGITAL LTDA.;13922889000106;SERVIÇOS;ENCERRADA POR DUPLICIDADE
08/04/2020;REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICIENCIA;61599908000158;SAÚDE;ENCERRADA
08/04/2020;S. M. F. DE MORAIS ME;27804367000114;COMÉRCIO;ENCERRADA
08/04/2020;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.;61695227000193;SERVIÇO PÚBLICO;ENCERRADA
08/04/2020;LIQUIGAS;-;COMÉRCIO;EM ANDAMENTO
09/04/2020;SUPERMERCADO MILA;-;COMÉRCIO;EM ANDAMENTO
09/04/2020;MERCADO CRISTAL DO NAZARE LTDA. ME;23196217000114;COMÉRCIO;EM ANDAMENTO
09/04/2020;GASBOM TAMUATA COMERCIO DE GAS LTDA.;14781133000157;COMÉRCIO;EM ANDAMENTO
09/04/2020;BANCO PAN S.A.;59285411000113;FINANCEIRO;ENCERRADA
10/04/2020;LOJABEFEMME.COM;-;COMÉRCIO;ENCERRADA
10/04/2020;GETNINJAS ATIVIDADES DE INTERNET S.A.;14127813000151;SERVIÇOS;ENCERRADA
10/04/2020;ULTRAGAZ;-;COMÉRCIO;EM ANDAMENTO
10/04/2020;WALENDY LIMA COMERCIO DE GAS LTDA. ME;27364778000136;COMÉRCIO;EM ANDAMENTO
10/04/2020;ORTOPONTO COMERCIO DE PRODUTOS DE ORTOPEDIA, SAUDE E RECUPERACAO EIRELI EPP;04603104000141;COMÉRCIO;EM ANDAMENTO
10/04/2020;BLINK LAB COSMETICOS E BELEZA LTDA.;31095261000166;SERVIÇOS;EM ANDAMENTO
10/04/2020;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;01937635001405;COMÉRCIO;EM ANDAMENTO
11/04/2020;SACOLAO VILA DAS MERCES LTDA.;28859624000188;COMÉRCIO;EM ANDAMENTO
11/04/2020;MERCADO PRIMOS;-;COMÉRCIO;EM ANDAMENTO
11/04/2020;ANDORINHA SUPERMERCADO LTDA.;44480747000160;COMÉRCIO;EM ANDAMENTO
11/04/2020;BANCO BRADESCO S.A.;60746948652101;FINANCEIRO;EM ANDAMENTO
12/04/2020;DIA BRASIL SOCIEDADE LIMITADA;03476811019413;COMÉRCIO;ENCERRADA
12/04/2020;FACTA INTERMEDIACAO DE NEGOCIOS LTDA.;01360251000140;FINANCEIRO;ENCERRADA
12/04/2020;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;47508411032279;COMÉRCIO;EM ANDAMENTO
12/04/2020;COMERCIAL DE ALIMENTOS TAKARA MUTINGA LTDA.;02928162000110;COMÉRCIO;EM ANDAMENTO
13/04/2020;BANCO RCI BRASIL S.A;62307848000115;FINANCEIRO;ENCERRADA
13/04/2020;HYDRA CORONA SISTEMAS DE AQUECIMENTO DE AGUA LTDA.;62032180000140;COMÉRCIO;ENCERRADA
13/04/2020;MASTER FORMULA FARMACIA DE MANIPULACAO LTDA.;71605265001800;COMÉRCIO;EM ANDAMENTO
13/04/2020;MIXTER ATACADO E VAREJO DE GENEROS ALIMENTICIOS LTDA.;07705530000184;COMÉRCIO;EM ANDAMENTO
13/04/2020;MERCADINHO STS EIRELI ;69039675000140;COMÉRCIO;EM ANDAMENTO
13/04/2020;ASSAI ATACADISTA;-;COMÉRCIO;EM ANDAMENTO
13/04/2020;MERCADINHO MATSUI LTDA. ME;10493981000100;COMÉRCIO;EM ANDAMENTO
14/04/2020;SUPERMERCADO CARIOCA LTDA.;62857990000136;COMÉRCIO;EM ANDAMENTO
14/04/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;ENCERRADA
14/04/2020;PANIFICADORA E DOCERIA NOVA JAGUARIBE LTDA. EPP;51549236000112;COMÉRCIO;EM ANDAMENTO
14/04/2020;L&L SHOP SOLUCOES E SERVICOS LTDA. ME;09525174000304;COMÉRCIO;EM ANDAMENTO
15/04/2020;RUSSO ARQUITETURA E ASSESSORIA;-;SERVIÇOS;ENCERRADA
15/04/2020;GERHOSP SERVICOS HOSPITALARES LTDA.;20973216000140;SAÚDE;ENCERRADA
15/04/2020;REDE CONECTA TELECOM EIRELI ME;27563729000122;SERVIÇOS;ENCERRADA
15/04/2020;LOJAMULHERESCOMATITUDE.COM;-;COMÉRCIO;ENCERRADA
15/04/2020;SRA. VANESSA;-;COMÉRCIO;ENCERRADA
15/04/2020;CATHO ONLINE LTDA.;03753088000100;SERVIÇOS;ENCERRADA
15/04/2020;GS PREMIUM COMERCIO DE CALCADOS LTDA. ME;32436171000154;COMÉRCIO;ENCERRADA
15/04/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;ENCERRADA
15/04/2020;MERCADINHO FERNANDO & MILA LTDA.;05615093000182;COMÉRCIO;EM ANDAMENTO
15/04/2020;CIA DE SANEAMENTO BASICO DE SÃO PAULO SABESP;43776517000180;SERVIÇO PÚBLICO;ENCERRADA POR DUPLICIDADE
15/04/2020;MERCADO E ADEGA DO ALEMAO EIRELI ;23303685000140;COMÉRCIO;EM ANDAMENTO
16/04/2020;SUPERMERCADO NACOES UNIDAS LTDA.;07569651000146;COMÉRCIO;EM ANDAMENTO
16/04/2020;FEIRA LIVRE BARRACA DE FRUTAS;-;COMÉRCIO;EM ANDAMENTO
16/04/2020;AYELLO - COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA. EPP;43218445000155;COMÉRCIO;ENCERRADA
16/04/2020;MARTEC - PRODUTOS E TECNOLOGIA EM LIMPESA LTDA. EPP;05500860000108;COMÉRCIO;EM ANDAMENTO
16/04/2020;REVENDEDORA DE GAS;-;COMÉRCIO;EM ANDAMENTO
16/04/2020;LEIDENILDA BRAZ DA SILVA ME;15550784000107;COMÉRCIO;EM ANDAMENTO
16/04/2020;HOSTEL BRITANICO EIRELI ME;18148297000100;SERVIÇOS;ENCERRADA
17/04/2020;SUPERMERCADO PIRAPORINHA LTDA. EPP;09208485000188;COMÉRCIO;EM ANDAMENTO
17/04/2020;SENDAS DISTRIBUIDORA S/A;06057223023899;COMÉRCIO;EM ANDAMENTO
17/04/2020;MULTILASER INDUSTRIAL S.A.;59717553000102;COMÉRCIO;EM ANDAMENTO
17/04/2020;BRASIL VESTIBULARES LTDA. ME;02309346000100;COMÉRCIO;ENCERRADA
17/04/2020;CIA DE SANEAMENTO BASICO DE SÃO PAULO SABESP;43776517000180;SERVIÇO PÚBLICO;ENCERRADA
17/04/2020;MERCADO DOURADOS;-;COMÉRCIO;EM ANDAMENTO
17/04/2020;I.B.A.C. INDUSTRIA BRASILEIRA DE ALIMENTOS E CHOCOLATES LTDA.;61472205000164;COMÉRCIO;ENCERRADA
18/04/2020;SURYA DENTAL COMERCIO DE PRODUTOS ODONTOLOGICOS E FARMACEUTICOS LTDA.;00814559000155;COMÉRCIO;EM ANDAMENTO
18/04/2020;PRESTIGIO COMERCIO DE GENEROS ALIMENTICIOS LTDA.;60669108000101;COMÉRCIO;EM ANDAMENTO
18/04/2020;PLANETA COMERCIO, IMPORTACAO E EXPORTACAO LTDA.;01882767000316;COMÉRCIO;EM ANDAMENTO
19/04/2020;SOLBRASIL COMERCIAL DE PRODUTOS ALIMENTICIOS LTDA.;07926885000365;COMÉRCIO;EM ANDAMENTO
20/04/2020;C ROSSI IMOVEIS EIRELI EPP;33170285000168;SERVIÇOS;EM ANDAMENTO
20/04/2020;1 TABELIAO DE PROTESTO DE LETRAS E TITULOS DA COMARCA DA CAPITAL;59579284000165;SERVIÇO PÚBLICO;EM ANDAMENTO
20/04/2020;1 TABELIAO DE PROTESTO DE LETRAS E TITULOS DA COMARCA DA CAPITAL;59579284000165;SERVIÇO PÚBLICO;EM ANDAMENTO
20/04/2020;ARALDI ADMINISTRADORA DE CONDOMINIOS E IMOVEIS S/S LTDA.;65503088000100;SERVIÇOS ;EM ANDAMENTO
20/04/2020;SUPERMERCADO BERGAMINI LTDA.;43559079000602;COMÉRCIO;EM ANDAMENTO
20/04/2020;SUPER PROTECAO AUTO;-;SERVIÇOS;EM ANDAMENTO
21/04/2020;ASSOCIACAO DE ENSINO IMPERIUM;32887438000120;EDUCAÇÃO;ENCERRADA
21/04/2020;ASSOCIACAO DE ENSINO IMPERIUM;32887438000120;EDUCAÇÃO;ENCERRADA
21/04/2020;CLARO S.A.;40432544000147;SERVIÇOS;ENCERRADA
22/04/2020;SOCIEDADE EDUCACIONAL DAS AMERICAS S.A.;03523852000151;EDUCAÇÃO;ENCERRADA
22/04/2020;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;34028316000103;SERVIÇO PÚBLICO;ENCERRADA
22/04/2020;BLUEFIT ACADEMIAS DE GINASTICA E PARTICIPACOES S.A.;24921465003169;SERVIÇOS;ENCERRADA
22/04/2020;RAMIREZ BARBEARIA;-;SERVIÇOS;EM ANDAMENTO
22/04/2020;TIM S.A.;02421421000626;SERVIÇOS;ENCERRADA
22/04/2020;ADT SERVICOS DE MONITORAMENTO LTDA.;18294169000167;SERVIÇOS;ENCERRADA
22/04/2020;CARREFOUR COMERCIO E INDUSTRIA LTDA.;45543915084695;COMÉRCIO;EM ANDAMENTO
22/04/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;EM ANDAMENTO
22/04/2020;ZERO BALA AUTO POSTO EIRELI;59102244000128;COMÉRCIO;EM ANDAMENTO
22/04/2020;W.F.S. COMERCIAL - EIRELI;20250847000131;COMÉRCIO;ENCERRADA
22/04/2020;CAIO VINICIUS TUTIYA LEAO ME;36429453000185;COMÉRCIO;ENCERRADA
23/04/2020;BANCO SANTANDER (BRASIL) S.A.;90400888159761;FINANCEIRO;ENCERRADA
23/04/2020;TENDA ATACADO S.A.;01157555000880;COMÉRCIO;EM ANDAMENTO
23/04/2020;ART VIAGENS E TURISMO LTDA.;11442110000120;SERVIÇOS;ENCERRADA POR DUPLICIDADE
23/04/2020;ARALDI ADMINISTRADORA DE CONDOMINIOS E IMOVEIS S/S LTDA.;65503088000100;SERVIÇOS ;ENCERRADA
23/04/2020;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LIMITADA;05868574002496;COMÉRCIO;EM ANDAMENTO
23/04/2020;CIA DE SANEAMENTO BASICO DE SÃO PAULO SABESP;43776517000180;SERVIÇO PÚBLICO;ENCERRADA
24/04/2020;IDEAL ABASTECEDORA DE EMBALAGENS LTDA. EPP;05243772000178;COMÉRCIO;EM ANDAMENTO
24/04/2020;PADARIA NOVA PORTUGUESA;-;COMÉRCIO;EM ANDAMENTO
24/04/2020;PADARIA FLOR DA PRAÇA;-;COMÉRCIO;EM ANDAMENTO
25/04/2020;99 TECNOLOGIA LTDA.;18033552000161;SERVIÇOS;ENCERRADA
25/04/2020;VAROL HORTIFRUTI;-;COMÉRCIO;EM ANDAMENTO
26/04/2020;AUTO POSTO BASILICATA;-;COMÉRCIO;EM ANDAMENTO
27/04/2020;SUPERMERCADO PRECITO LTDA.;49673023000156;COMÉRCIO;EM ANDAMENTO
27/04/2020;MDC GROUP COMERCIO DE COSMETICOS LTDA. ME;23149551000117;COMÉRCIO;EM ANDAMENTO
27/04/2020;ASSUPERO ENSINO SUPERIOR LTDA.;06099229000101;EDUCAÇÃO;ENCERRADA
27/04/2020;ALINE S NASCIMENTO1;-;COMÉRCIO;ENCERRADA
27/04/2020;SISTEMAS - APRENDIZAGEM ACELERADA DE IDIOMAS E MARKETING DIGITAL LTDA.;14450294000168;EDUCAÇÃO;ENCERRADA
28/04/2020;AQUARIUS CHALÉS;-;SERVIÇOS;ENCERRADA
28/04/2020;DROGARIA SÃO PAULO S.A.;61412110000155;COMÉRCIO;EM ANDAMENTO
28/04/2020;INSTITUTO EMBELLEZE;-;SERVIÇOS;ENCERRADA
28/04/2020;MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S/A;43214055000107;COMÉRCIO;ENCERRADA
28/04/2020;TENDA ATACADO S.A.;01157555001186;COMÉRCIO;ENCERRADA
28/04/2020;ESCOLA DE CABELEIREIROS JULIA II S/C LTDA. ME;67007989000136;EDUCAÇÃO;EM ANDAMENTO
28/04/2020;AYMORE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;07707650000110;FINANCEIRO;CONVERTIDA EM RECLAMAÇÃO
28/04/2020;CANAA COMERCIAL DE ALIMENTOS LTDA.;29382318000166;COMÉRCIO;EM ANDAMENTO
29/04/2020;ASSUPERO ENSINO SUPERIOR LTDA.;06099229000101;EDUCAÇÃO;EM ANDAMENTO
29/04/2020;N RAMOS SERVICOS DE TRANSPORTE ME;18466947000158;SERVIÇOS;EM ANDAMENTO
29/04/2020;SANTOS BRUNO IMOVEIS LTDA. ME;10566911000134;SERVIÇOS;EM ANDAMENTO
29/04/2020;S V GOMES ME;20188880000189;EDUCAÇÃO;EM ANDAMENTO
29/04/2020;CAIO HENRIQUE ENEDINO DE SOUSA;-;COMÉRCIO;EM ANDAMENTO
29/04/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;EM ANDAMENTO
29/04/2020;BENGALA SUPERMECADO EIRELI ;12515677000141;COMÉRCIO;EM ANDAMENTO
29/04/2020;LYNX TRADING COMPANY IMPORTACAO EXPORTACAO E DISTRIBUICAO LTDA. ME;29408508000296;COMÉRCIO;EM ANDAMENTO
29/04/2020;EVER BRINDES LTDA. ME;18553128000148;COMÉRCIO;EM ANDAMENTO
29/04/2020;BANCO J SAFRA S.A;03017677000120;FINANCEIRO;EM ANDAMENTO
29/04/2020;WIDE STOCK COMERCIO E DISTRIBUICAO LTDA. EPP;11699331000188;COMÉRCIO;EM ANDAMENTO
29/04/2020;BIO 2 IMPORTACAO E COMERCIO DE MATERIAIS MEDICO HOSPITALARES LTDA.;01559403000138;COMÉRCIO;EM ANDAMENTO
29/04/2020;BB CELL / VANDERSON A BORGES;23819236830;SERVIÇOS;EM ANDAMENTO
30/04/2020;MC DONALD'S;-;COMÉRCIO;EM ANDAMENTO
30/04/2020;USE MASCARA (USEMASCARA.COM);-;COMÉRCIO;EM ANDAMENTO
30/04/2020;CONNECTPARTS COMERCIO DE PECAS E ACESSORIOAS AUTOROTORES S/A;08677036000388;COMÉRCIO;EM ANDAMENTO
30/04/2020;TENDA ATACADO S.A.;01157555001186;COMÉRCIO;EM ANDAMENTO
30/04/2020;FLEXIPAG CORRESPONDENTE BANCARIO EIRELI;28780672000186;FINANCEIRO;EM ANDAMENTO
30/04/2020;TENDA ATACADO S.A.;01157555001186;COMÉRCIO;EM ANDAMENTO
30/04/2020;PAULO HENRIQUE RIBEIRO & CIA LTDA. ME;02830229000189;COMÉRCIO;EM ANDAMENTO
01/05/2020;OMNI S/A CRÉDITO FINANCIAMENTO E INVESTIMENTO;92228410000102;FINANCEIRO;EM ANDAMENTO
01/05/2020;"SUPERMERCADO ""DOVALE"" LTDA";51558203000139;COMÉRCIO;EM ANDAMENTO
01/05/2020;F NEGREIROS;06797666000107;COMÉRCIO;EM ANDAMENTO
01/05/2020;MERCADO NOVA GERACAO VILA CISPER LTDA;34346686000199;COMÉRCIO;EM ANDAMENTO
01/05/2020;F NEGREIROS;06797666000107;COMÉRCIO;EM ANDAMENTO
04/05/2020;CLUBE SAUDE & BEM ESTAR S/A;11706265000126;SERVIÇOS;EM ANDAMENTO
04/05/2020;AGILSON VIEIRA DA ROCHA MERCADO EIRELI;04070307000110;COMÉRCIO;EM ANDAMENTO
04/05/2020;CARREFOUR COMERCIO E INDUSTRIA LTDA;45543915023041;COMÉRCIO;EM ANDAMENTO
04/05/2020;EMPORIO DO CAMPO HORTIFRUTI LTDA;24179870000138;COMÉRCIO;EM ANDAMENTO
04/05/2020;BANCO SANTANDER (BRASIL) S.A.;90400888000142;FINANCEIRO;EM ANDAMENTO
04/05/2020;P & P MARKETING E DIVULGACAO EIRELI;26786543000170;SERVIÇOS;EM ANDAMENTO
04/05/2020;AYMORE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;07707650000110;FINANCEIRO;EM ANDAMENTO
04/05/2020;SANTOS BRUNO IMOVEIS LTDA;10566911000134;SERVIÇOS;EM ANDAMENTO
04/05/2020;DDWX SERVICOS DE HOTELARIA LTDA.;14466738000153;SERVIÇOS;EM ANDAMENTO
05/05/2020;PROMOSHOP EMPREENDIMENTOS E PROMOCOES LTDA.;03593650000186;SERVIÇOS;EM ANDAMENTO
05/05/2020;ITAU UNIBANCO S.A.;60701190000104;FINANCEIRO;EM ANDAMENTO
05/05/2020;UBER DO BRASIL TECNOLOGIA LTDA.;17895646000187;SERVIÇOS;EM ANDAMENTO
05/05/2020;AIDPP - ASSOCIACAO DE INCENTIVO AO DESENVOLVIMENTO PESSOAL E PROFISSIONAL DOS MILITARES DO BRASIL;30399862000108;SERVIÇOS;EM ANDAMENTO
05/05/2020;INSTITUTO SANTANENSE DE ENSINO SUPERIOR;62881099000135;SERVIÇOS;EM ANDAMENTO
 05/05/2020;LEGACY INCORPORADORA LTDA.;04868288000171;SERVIÇOS;EM ANDAMENTO
05/05/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;EM ANDAMENTO
06/05/2020;DELTA COMERCIO E SERVICOS DE INFORMATICA EIRELI;05694196000185;COMÉRCIO;EM ANDAMENTO
06/05/2020;BEM KISTO MERCADINHO LTDA;00711635000105;COMÉRCIO;EM ANDAMENTO
06/05/2020;NECESSAIRE MIX COSMETICOS E EMBELEZAMENTO EIRELI;20089890000167;COMÉRCIO;EM ANDAMENTO
06/05/2020;MERCADO GIOVANA COMERCIO DE ALIMENTOS LTDA;26529625000139;COMÉRCIO;EM ANDAMENTO
06/05/2020;AROMATICA PRODUTOS DE LIMPEZA LTDA;03971500000169;COMÉRCIO;EM ANDAMENTO
06/05/2020;IMPRESSÃO AVENIDA PAULISTA;-;COMÉRCIO;EM ANDAMENTO
06/05/2020;MAGAZINE LUIZA S/A;47960950000121;COMÉRCIO;EM ANDAMENTO
06/05/2020;MARISA LOJAS S.A.;61189288019360;COMÉRCIO;EM ANDAMENTO
06/05/2020;AUTO POSTO ANA CAROLINA LTDA;10273096000115;COMÉRCIO;EM ANDAMENTO
06/05/2020;ALBA CRISTIANE RAMIREZ 99510987115;35758538000144;COMÉRCIO;EM ANDAMENTO
07/05/2020;APPMAX PLATAFORMA DE VENDAS LTDA;27000511000160;COMÉRCIO;EM ANDAMENTO
07/05/2020;HEALTH FOR PET ADMINISTRADORA DE PLANOS DE SAUDE PARA ANIMAIS DE ESTIMACAO S.A.;20001161000107;SERVIÇOS;EM ANDAMENTO
07/05/2020;EU ENTREGO;-;SERVIÇOS;EM ANDAMENTO
07/05/2020;SUPERMERCADO MENCK LTDA;54472279000135;COMÉRCIO;EM ANDAMENTO
07/05/2020;ROGER NEVES DEZUANI 41062095863;32568892000118;COMÉRCIO;EM ANDAMENTO
07/05/2020;PICPAY SERVICOS S.A;22896431000110;SERVIÇOS;EM ANDAMENTO
08/05/2020;BERNARDO PIRES ROCHA 01631913360;35766874000139;SERVIÇOS;EM ANDAMENTO
08/05/2020;ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S/A;04310392008988;EDUCAÇÃO;EM ANDAMENTO
08/05/2020;OI INTERNET S.A.;03368522000139;SERVIÇOS;EM ANDAMENTO
08/05/2020;RAPPI BRASIL INTERMEDIACAO DE NEGOCIOS LTDA;26900161000125;SERVIÇOS;EM ANDAMENTO
08/05/2020;STAR MAGAZINE E ARMARINHOS LTDA;20969342000121;COMÉRCIO;EM ANDAMENTO
08/05/2020;SMARTFIT ESCOLA DE GINASTICA E DANCA S.A;07594978000178;SERVIÇOS;EM ANDAMENTO
08/05/2020;FLEX ANALISE DE CREDITO E COBRANCA LTDA.;04553417000132;SERVIÇOS;EM ANDAMENTO
08/05/2020;ENEL BRASIL S.A;07523555000167;SERVIÇO PÚBLICO;EM ANDAMENTO
08/05/2020;MEGA ELETRO LTDA;04249020000151;COMÉRCIO;EM ANDAMENTO
08/05/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;EM ANDAMENTO
08/05/2020;ASSOCIAÇÃO EDUCACIONAL NOVE DE JULHO;43374768000138;EDUCAÇÃO;EM ANDAMENTO
08/05/2020;MADEIRAMADEIRA COMERCIO ELETRONICO S/A;10490181000135;COMÉRCIO;EM ANDAMENTO
08/05/2020;SUPERMERCADO DA PRACA DE SAPOPEMBA LTDA;12107795000110;COMÉRCIO;EM ANDAMENTO
08/05/2020;VIA VAREJO S/A;33041260065290;COMÉRCIO;EM ANDAMENTO
09/05/2020;DROGARIA SAO PAULO S.A.;61412110000155;COMÉRCIO;EM ANDAMENTO
09/05/2020;DEUSILENE PEREIRA ALVES MERCEARIA;10558129000173;COMÉRCIO;EM ANDAMENTO
09/05/2020;STUDIO BE;-;SERVIÇOS;EM ANDAMENTO
10/05/2020;JR DA SILVA JUNIOR SUPERMERCADO;15652352000107;COMÉRCIO;EM ANDAMENTO
11/05/2020;OCEANO BLUE COMERCIO DE COMBUSTIVEIS LTDA;13041197000159;COMÉRCIO;EM ANDAMENTO
11/05/2020;COLEGIO SAPUCAIA LTDA.;04697479000118;SERVIÇOS;EM ANDAMENTO
11/05/2020;AUTO MOTO ESCOLA CLASSIC LTDA;15643838000170;SERVIÇOS;EM ANDAMENTO
11/05/2020;CARREFOUR COMERCIO E INDUSTRIA LTDA;45543915000181;COMÉRCIO;EM ANDAMENTO
11/05/2020;LICEU JOSE DE ALENCAR LTDA.;03697983000155;SERVIÇOS;EM ANDAMENTO
11/05/2020;SECID - SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO S.A;43395177000147;SERVIÇOS;EM ANDAMENTO
